// test
// Maps a foreign infobox template name to the English name.
// INTERNAL

	"bundesland"@de	<_hasTranslation>	"german state"@en
	"beziehungen"@de	<_hasTranslation>	"bilateral relations"@en
	"icd"@de	<_hasTranslation>	"disease"@en
	"radsportler"@de	<_hasTranslation>	"cyclist"@en
	"hörfunksender"@de	<_hasTranslation>	"radio station"@en
	"sprache"@de	<_hasTranslation>	"language"@en
	"freizeitpark"@de	<_hasTranslation>	"amusement park"@en
	"eiskunstläufer"@de	<_hasTranslation>	"figure skater"@en
	"grand-slam-turnier (tennis)"@de	<_hasTranslation>	"tennis event"@en
	"farbe"@de	<_hasTranslation>	"color"@en
	"piercing"@de	<_hasTranslation>	"piercing"@en
	"provinz (china)"@de	<_hasTranslation>	"province of china (prc)"@en
	"eiskunstlaufturnier"@de	<_hasTranslation>	"figure skating competition"@en
	"burg"@de	<_hasTranslation>	"burg"@en
	"daviscup-team"@de	<_hasTranslation>	"daviscup"@en
	"eisschnellläufer"@de	<_hasTranslation>	"speed skater"@en
	"wrestler"@de	<_hasTranslation>	"professional wrestler"@en
	"london borough"@de	<_hasTranslation>	"london borough"@en
	"moschee"@de	<_hasTranslation>	"mosque"@en
	"archäologische kultur"@de	<_hasTranslation>	"archaeological culture"@en
	"hurrikansaison"@de	<_hasTranslation>	"hurricane season"@en
	"nba all-star game"@de	<_hasTranslation>	"nba all-star game"@en
	"whisky-destillerie"@de	<_hasTranslation>	"whisky distillery"@en
	"chipsatz"@de	<_hasTranslation>	"chipset"@en
	"sonnenfinsternis"@de	<_hasTranslation>	"solar eclipse"@en
	"sumōringer"@de	<_hasTranslation>	"sumo wrestler"@en
	"badmintonturnier"@de	<_hasTranslation>	"badminton event"@en
	"rugbyspieler"@de	<_hasTranslation>	"rugby union biography"@en
	"protein"@de	<_hasTranslation>	"protein"@en
	"tournee"@de	<_hasTranslation>	"concert tour"@en
	"zentralbank"@de	<_hasTranslation>	"central bank"@en
	"fernsehsendung"@de	<_hasTranslation>	"television"@en
	"marke"@de	<_hasTranslation>	"brand"@en
	"genre"@de	<_hasTranslation>	"music genre"@en
	"erdbeben"@de	<_hasTranslation>	"earthquake"@en
	"publikation"@de	<_hasTranslation>	"magazine"@en
	"nationalhymne"@de	<_hasTranslation>	"anthem"@en
	"schachspieler"@de	<_hasTranslation>	"chess player"@en
	"streitkräfte"@de	<_hasTranslation>	"national military"@en
	"staat"@de	<_hasTranslation>	"country"@en
	"software"@de	<_hasTranslation>	"software"@en
	"fluggesellschaft"@de	<_hasTranslation>	"airline"@en
	"flugunfall"@de	<_hasTranslation>	"aircraft occurrence"@en
	"militärischer konflikt"@de	<_hasTranslation>	"military conflict"@en
	"partei"@de	<_hasTranslation>	"political party"@en
	"komet"@de	<_hasTranslation>	"comet"@en
	"pharao"@de	<_hasTranslation>	"pharaoh"@en
	"county (vereinigte staaten)"@de	<_hasTranslation>	"u.s. county"@en
	"unternehmen"@de	<_hasTranslation>	"company"@en
	"musikinstrument"@de	<_hasTranslation>	"instrument"@en
	"fußballnationalmannschaft"@de	<_hasTranslation>	"national football team"@en
	"schrift"@de	<_hasTranslation>	"writing system"@en
	"festival"@de	<_hasTranslation>	"music festival"@en
	"betriebssystem"@de	<_hasTranslation>	"os"@en
	"hunderasse"@de	<_hasTranslation>	"dog breed"@en
	"flagge"@de	<_hasTranslation>	"flag"@en
	"formel-1-rennen"@de	<_hasTranslation>	"grand prix race report"@en
	"raumfahrer"@de	<_hasTranslation>	"astronaut"@en
	"hurrikan"@de	<_hasTranslation>	"hurricane"@en
	"militärische einheit"@de	<_hasTranslation>	"military unit"@en
	"handballklub"@de	<_hasTranslation>	"handball club"@en
	"fußballwettbewerb"@de	<_hasTranslation>	"international football competition"@en
	"satellit"@de	<_hasTranslation>	"spacecraft"@en
	"wasserfall"@de	<_hasTranslation>	"waterfall"@en
	"kontinent"@de	<_hasTranslation>	"continent"@en
	"spiel"@de	<_hasTranslation>	"game"@en
	"kernwaffentest"@de	<_hasTranslation>	"nuclear weapons test"@en
	"film"@de	<_hasTranslation>	"film"@en
	"gebirgsgruppe"@de	<_hasTranslation>	"mountain range"@en
	"flugzeug"@de	<_hasTranslation>	"aircraft"@en
	"tal"@de	<_hasTranslation>	"valley"@en
	"währungseinheit"@de	<_hasTranslation>	"currency"@en
	"programmiersprache"@de	<_hasTranslation>	"programming language"@en
	"bemannte raumfahrtmission"@de	<_hasTranslation>	"space mission"@en
	"römisch-katholisches bistum"@de	<_hasTranslation>	"diocese"@en
	"teilchen"@de	<_hasTranslation>	"particle"@en
	"schwimmer"@de	<_hasTranslation>	"swimmer"@en
	"kallikratis-gemeinde griechenland"@de	<_hasTranslation>	"greek dimos"@en
	"ort in belgien"@de	<_hasTranslation>	"belgium municipality"@en
	"fluss"@de	<_hasTranslation>	"river"@en
	"mikroprozessor"@de	<_hasTranslation>	"cpu"@en
	"einkaufszentrum"@de	<_hasTranslation>	"shopping mall"@en
	"cricketspieler"@de	<_hasTranslation>	"cricketer"@en
	"eishockeyfranchise nordamerika"@de	<_hasTranslation>	"nhl team"@en
	"name"@de	<_hasTranslation>	"korean name"@en
	"kanton"@de	<_hasTranslation>	"canton"@en
	"handfeuerwaffe"@de	<_hasTranslation>	"weapon"@en
	"dateisystem"@de	<_hasTranslation>	"file system"@en
	"nfl-spieler inaktiv"@de	<_hasTranslation>	"nfl player"@en
	"rennstrecke"@de	<_hasTranslation>	"motorsport venue"@en
	"pferderasse"@de	<_hasTranslation>	"horse breed"@en
	"ägyptische pyramide"@de	<_hasTranslation>	"pyramid"@en
	"fußballschiedsrichter"@de	<_hasTranslation>	"football official"@en
	"nascar-rennen"@de	<_hasTranslation>	"nascar race"@en
	"ort in der türkei"@de	<_hasTranslation>	"ort in der türkei"@en
	"gemeinnützige organisation"@de	<_hasTranslation>	"non-profit"@en
	"boxer"@de	<_hasTranslation>	"boxer"@en
	"bilanz beim eurovision song contest"@de	<_hasTranslation>	"eurovision country"@en
	"diskografie"@de	<_hasTranslation>	"artist discography"@en
	"handy"@de	<_hasTranslation>	"mobile phone"@en
	"galaxie"@de	<_hasTranslation>	"galaxy"@en
	"bauwerk"@de	<_hasTranslation>	"building"@en
	"gemeinde in deutschland"@de	<_hasTranslation>	"german location"@en
	"sorte"@de	<_hasTranslation>	"cultivar"@en
	"patrone"@de	<_hasTranslation>	"firearm cartridge"@en
	"rugbyclub"@de	<_hasTranslation>	"rugby team"@en
	"präfektur griechenland"@de	<_hasTranslation>	"pref gr"@en
	"einheit"@de	<_hasTranslation>	"unit"@en
	"protestantische glaubensgemeinschaft"@de	<_hasTranslation>	"christian denomination"@en
	"ort in japan"@de	<_hasTranslation>	"city japan"@en
	"computer- und videospielserie"@de	<_hasTranslation>	"video game series"@en
	"dateiformat"@de	<_hasTranslation>	"file format"@en
	"snookerspieler"@de	<_hasTranslation>	"snooker player"@en
	"fußballklub"@de	<_hasTranslation>	"football club"@en
	"olympische spiele"@de	<_hasTranslation>	"olympic games"@en
	"pkw-modell"@de	<_hasTranslation>	"automobile"@en
	"schule"@de	<_hasTranslation>	"school"@en
	"japanische präfektur"@de	<_hasTranslation>	"prefecture japan"@en
	"ort in australien"@de	<_hasTranslation>	"australian place"@en
	"pass"@de	<_hasTranslation>	"mountain pass"@en
	"bibliothek"@de	<_hasTranslation>	"library"@en
	"stausee"@de	<_hasTranslation>	"dam"@en
	"see"@de	<_hasTranslation>	"body of water"@en
	"zoo"@de	<_hasTranslation>	"zoo"@en
	"cpu-sockel"@de	<_hasTranslation>	"cpu socket"@en
	"ort in der schweiz"@de	<_hasTranslation>	"swiss town"@en
	"stadion"@de	<_hasTranslation>	"stadium"@en
	"tennisspieler"@de	<_hasTranslation>	"tennis biography"@en
	"ort im vereinigten königreich"@de	<_hasTranslation>	"uk place"@en
	"straße"@de	<_hasTranslation>	"street"@en
	"gemeinde in finnland"@de	<_hasTranslation>	"finnish municipality"@en
	"ort in russland"@de	<_hasTranslation>	"russian city"@en
	"landkreis"@de	<_hasTranslation>	"german district"@en
	"fußballsaison"@de	<_hasTranslation>	"football league season"@en
	"casino"@de	<_hasTranslation>	"mixed use development"@en
	"speichermedium"@de	<_hasTranslation>	"storage medium"@en
	"medaillen"@de	<_hasTranslation>	"gymnast"@en
	"skilangläufer"@de	<_hasTranslation>	"skier"@en
	"regierungsbezirk"@de	<_hasTranslation>	"german regierungsbezirk"@en
	"song"@de	<_hasTranslation>	"single"@en
	"hochrangige straße"@de	<_hasTranslation>	"road"@en
	"briefmarke"@de	<_hasTranslation>	"postage stamp"@en
	"e-sport-clan"@de	<_hasTranslation>	"gaming group"@en
	"volleyballspieler"@de	<_hasTranslation>	"volleyball biography"@en
	"hieroglyphen"@de	<_hasTranslation>	"hieroglyphs"@en
	"chinesischer begriff"@de	<_hasTranslation>	"tibetan-chinese"@en
	"leuchtturm"@de	<_hasTranslation>	"lighthouse"@en
	"alpiner skirennläufer"@de	<_hasTranslation>	"alpine ski racer"@en
	"futsalnationalmannschaft"@de	<_hasTranslation>	"national futsal team"@en
	"rebsorte"@de	<_hasTranslation>	"grape variety"@en
	"nfl saison"@de	<_hasTranslation>	"nfl"@en
	"krankenhaus"@de	<_hasTranslation>	"hospital"@en
	"hochschule"@de	<_hasTranslation>	"university"@en
	"volkswirtschaft"@de	<_hasTranslation>	"economy"@en
	"gemeinde in luxemburg"@de	<_hasTranslation>	"luxembourg commune"@en
	"pferd"@de	<_hasTranslation>	"thoroughbred racehorse"@en
	"handballer"@de	<_hasTranslation>	"handball biography"@en
	"un-resolution"@de	<_hasTranslation>	"un resolution"@en
	"marskrater"@de	<_hasTranslation>	"mars crater"@en
	"achterbahn"@de	<_hasTranslation>	"roller coaster"@en
	"personenzug mit namen"@de	<_hasTranslation>	"rail service"@en
	"cricket test team"@de	<_hasTranslation>	"test team"@en
	"theater"@de	<_hasTranslation>	"theatre"@en
	"mühle"@de	<_hasTranslation>	"windmill"@en
	"tischtennisspieler"@de	<_hasTranslation>	"table tennis player"@en
	"manuskriptnt"@de	<_hasTranslation>	"new testament manuscript"@en
	"roman"@de	<_hasTranslation>	"peerage title"@en
	"fußballspieler"@de	<_hasTranslation>	"football biography"@en
	"schienenfahrzeug"@de	<_hasTranslation>	"tram"@en
	"knoten"@de	<_hasTranslation>	"knot"@en
	"wine region"@de	<_hasTranslation>	"wine region"@en
	"straßenbahnsystem"@de	<_hasTranslation>	"tram network"@en
	"footballteam"@de	<_hasTranslation>	"american football club"@en
	"kongresswahlbezirk in den vereinigten staaten"@de	<_hasTranslation>	"u.s. congressional district"@en
	"mlb all-star game"@de	<_hasTranslation>	"mlb all-star game"@en
	"politische partei in japan"@de	<_hasTranslation>	"japanese political party"@en
	"rallye-wm-lauf"@de	<_hasTranslation>	"rally"@en
	"scotus-urteil"@de	<_hasTranslation>	"scotus case"@en
	"kernkraftwerk"@de	<_hasTranslation>	"power station"@en
	"französische region"@de	<_hasTranslation>	"french region"@en
	"fußballverband"@de	<_hasTranslation>	"football association"@en
	"katzenrasse"@de	<_hasTranslation>	"cat breed"@en
	"schacheröffnung"@de	<_hasTranslation>	"chess opening"@en
	"tunnel"@de	<_hasTranslation>	"tunnel"@en
	"pokerprofi"@de	<_hasTranslation>	"poker player"@en
	"verteilung"@de	<_hasTranslation>	"probability distribution"@en
	"kaiser von china"@de	<_hasTranslation>	"chinese emperor"@en
	"rajon in der ukraine"@de	<_hasTranslation>	"ukrainian raion"@en
	"wintersportweltcup einspaltig"@de	<_hasTranslation>	"wintersport world cup"@en
	"indy car series-rennen"@de	<_hasTranslation>	"indy50"@en
	"nationalhymne"@de	<_hasTranslation>	"anthem"@en
	"chemisches element"@de	<_hasTranslation>	"element"@en
	"ägyptische gottheit"@de	<_hasTranslation>	"egyptian deity"@en
	"gemeinde in österreich"@de	<_hasTranslation>	"town at"@en
	"gemeinde in italien"@de	<_hasTranslation>	"italian comune"@en
	"fernsehsender"@de	<_hasTranslation>	"television channel"@en
	"bergwerk"@de	<_hasTranslation>	"mine"@en
	"fraktion in italien"@de	<_hasTranslation>	"frazione"@en
	"gemeinde in frankreich"@de	<_hasTranslation>	"french commune"@en
	"französisches arrondissement"@de	<_hasTranslation>	"french arrondissement"@en
	"französischer kanton"@de	<_hasTranslation>	"french canton"@en
	"formel-1-saison"@de	<_hasTranslation>	"f1 season"@en
	"haplogruppe"@de	<_hasTranslation>	"haplogroup"@en
	"e-gitarren-modell"@de	<_hasTranslation>	"guitar model"@en
	"okres in der slowakei"@de	<_hasTranslation>	"district slovakia"@en
	"bus"@de	<_hasTranslation>	"bus"@en
	"schleuse"@de	<_hasTranslation>	"waterlock"@en
	"bezirk in österreich"@de	<_hasTranslation>	"austrian district"@en
	"nascar-rennfahrer"@de	<_hasTranslation>	"nascar driver"@en
	"rajon in russland"@de	<_hasTranslation>	"russian district"@en
	"dartspieler"@de	<_hasTranslation>	"darts player"@en
	"schutzhütte"@de	<_hasTranslation>	"schutzhütte"@en
	"schafrasse"@de	<_hasTranslation>	"sheep breed"@en
	"haushuhnrasse"@de	<_hasTranslation>	"poultry breed"@en
	"oblast ukraine"@de	<_hasTranslation>	"ukrainian oblast"@en
	"métrostation paris"@de	<_hasTranslation>	"paris metro"@en
	"sprungschanze"@de	<_hasTranslation>	"ski jumping hill"@en
	"wanderweg"@de	<_hasTranslation>	"hiking trail"@en
	"nfle team"@de	<_hasTranslation>	"nfle team"@en
	"wiener gemeindebezirk"@de	<_hasTranslation>	"vienna district"@en
